file_name;exec_time;score_e;match_e;score_g;proj_length;general_score
expression2.txt;199;1554;391;423;101;0.713317
expression3.txt;270;1825;432;571;122;0.696557
expression1.txt;107;1150;177;608;90;0.608778
expression5.txt;17;456;101;151;31;0.68629
expression4.txt;20;476;125;137;31;0.713064
