file_name;exec_time;score_e;match_e;score_g;proj_length;general_score
expression2.txt;56;816;207;228;53;0.71434
expression3.txt;29;616;160;238;43;0.672326
expression1.txt;50;941;103;264;61;0.71582
expression5.txt;59;924;164;240;59;0.725085
expression4.txt;30;656;134;245;46;0.66837
